SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P65.1A;P65;1A;sa1;https://goo.gl/maps/HAs3eRDgte52;;;6883;urban;;;;;;;10-06-2018;14:20:00;14:55:00;Gentle breeze 3.4-5.5;20-25;Consider not to use route in 2019, Gravel road and max 30 kmprh;"Stop after 300 meters, check out if the net was fully unfolded. Good, got the foldings unfolded. More large insects do not ""go"" into the net-end, but stay in the main-net. Many small gravel roads with holiday-traffic + speed limit 30 km/h on this route. Could be reason to less insects is pressed to the net-end due to low speed.";;yes;;;;;;;;;;;
P65.1B;P65;1B;sa2;https://goo.gl/maps/HAs3eRDgte52;;;6883;urban;;;;;;;10-06-2018;17:42:00;18:02:00;Light Breeze 1.6-3.3;20-25;Consider not to use route in 2019, Gravel road and max 30 kmprh;Drove againts the wind by the end - presses the insects to the net-end. More insects in the net-end, than in the big net compared to the first trip.;;yes;;;;;;;;;;;
P65.2A;P65;2A;sa3;https://goo.gl/maps/ro5uVP3UtsD2;;;6873;våd;strandeng;;;;;;16-06-2018;14:55:00;15:13:00;Moderate breeze 5.5-7.9;20-25;Pilot noted gentle to moderate wind - rounded up;The wind was near moderate. Important to check that the catching-bag is stretched out. Difficult to get it to stretch totally out.;;yes;;;;;;;;;;;
P65.2B;P65;2B;sa4;https://goo.gl/maps/ro5uVP3UtsD2;;;6873;våd;strandeng;;;;;;16-06-2018;19:45:00;20:00:00;Light Breeze 1.6-3.3;15-20;;Drove after rain, first rain in 5 weeks.;;yes;;;;;;;;;;;
P66.1A;P66;1A;sa1;https://goo.gl/maps/K6wvD4zFLWv;;;6864;urban;;;;;;;08-06-2018;13:55:00;14:20:00;Gentle breeze 3.4-5.5;25-30;;"A ""gedehams"" (Vespidae sp.) escaped the net. Cloudless. The route mainly residential area. End of route grassfields/building land";;yes;;;;;;;;;;;
P66.1B;P66;1B;sa2;https://goo.gl/maps/K6wvD4zFLWv;;;6864;urban;;;;;;;08-06-2018;18:35:00;19:00:00;Moderate breeze 5.5-7.9;20-25;Pilot noted gentle to moderate wind - rounded up;Some clouds. Startet with moderate wind, but it fell to gentle during the trip;;yes;;;;;;;;;;;
P66.2A;P66;2A;sa3;https://goo.gl/maps/9fjguhUg95r;;;6865;skov;;;;;;;08-06-2018;13:06:00;13:30:00;Gentle breeze 3.4-5.5;20-25;;Cloudless. See map for crops (deciduous forest, grain, meadow, beets, sugar beets, grass);;yes;yes;;;;;;;;;;
P66.2B;P66;2B;sa4;https://goo.gl/maps/9fjguhUg95r;;;6865;skov;;;;;;;08-06-2018;17:46:00;18:05:00;;20-25;Did not note the wind;Some clouds;;no;yes;;;yes;;;;;;;
P67.1A;P67;1A;sa1;https://goo.gl/maps/gARUFnKvC3E2;;;6802;mark;intensive;;;;;;10-06-2018;12:45:00;13:10:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P67.1B;P67;1B;sa2;https://goo.gl/maps/gARUFnKvC3E2;;;6802;mark;intensive;;;;;;10-06-2018;17:30:00;18:00:00;Gentle breeze 3.4-5.5;25-30;Pilot noted 25 degrees - rounded up;;;yes;;;;;;;;;;;
P67.2A;P67;2A;sa3;https://goo.gl/maps/QwDgPU9csRQ2;;x;6811;mark;intensive;;;;;;18-06-2018;12:40:00;13:10:00;Moderate breeze 5.5-7.9;15-20;Route on a field, needs revision in 2019;;yes;yes;;;;;;;;;;;
P67.2B;P67;2B;sa4;https://goo.gl/maps/QwDgPU9csRQ2;;x;6811;mark;intensive;;;;;;18-06-2018;17:10:00;17:40:00;Moderate breeze 5.5-7.9;15-20;Route on a field, needs revision in 2019;It was a field road you got me to drive on, but I saw deer, hare and pheasant :-);yes;yes;;;;;;;;;;;
P68.1A;P68;1A;sa1;https://goo.gl/maps/w8aPz65M4nm;;;4729;urban;;;;;;;24-06-2018;13:34:00;13:48:00;Gentle breeze 3.4-5.5;15-20;;;;yes;yes;;;;;;;;;;
P68.1B;P68;1B;sa2;https://goo.gl/maps/w8aPz65M4nm;;;4729;urban;;;;;;;;;;;;The sample is missing, bottle with samplealcohol found not used in box.;One bag is missing, or I have counted wrong;;no;yes;yes;;;;;;;;;
P68.2A;P68;2A;sa3;https://goo.gl/maps/eZUW12j2q7C2;;;4718;mark;intensive;;;;;;24-06-2018;14:19:00;14:41:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees - rounded up;Sunchine (clouded - mild);;yes;;;;;;;;;;;
P68.2B;P68;2B;sa4;https://goo.gl/maps/eZUW12j2q7C2;;;4718;mark;intensive;;;;;;24-06-2018;18:00:00;18:14:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees - rounded up;;;yes;;;;;;;;;;;
P69.1A;P69;1A;sa1;https://goo.gl/maps/xLRo1GUaHvo;https://goo.gl/maps/xLRo1GUaHvo;x;4746;våd;eng, sø;;;;;;09-06-2018;13:14:00;13:22:00;Light Breeze 1.6-3.3;20-25;This route may be different from the original route, but then the original route is not in this sheet and the quadrant and land use information is the same;Drove another way because private road. Email with the actual route has been sent.;yes;yes;;;;;;;;;;;
P69.1B;P69;1B;sa2;https://goo.gl/maps/xLRo1GUaHvo;https://goo.gl/maps/xLRo1GUaHvo;x;4746;våd;eng, sø;;;;;;09-06-2018;19:06:00;19:14:00;Light Breeze 1.6-3.3;25-30;This route may be different from the original route, but then the original route is not in this sheet and the quadrant and land use information is the same;Drove another way because private road. Email with the actual route has been sent.;yes;yes;;;;;;;;;;;
P69.2A;P69;2A;sa3;https://goo.gl/maps/wnTCFTFocx22;;;4747;tør;overdrev;;;;;;26-06-2018;13:33:00;13:41:00;Light Breeze 1.6-3.3;20-25;Pilot noted 1m pr s - rounded up;;;yes;;;;;;;;;;;
P69.2B;P69;2B;sa4;https://goo.gl/maps/wnTCFTFocx22;;;4747;tør;overdrev;;;;;;26-06-2018;18:30:00;18:40:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees - rounded up;;;yes;;;;;;;;;;;
P7.1A;P7;1A;sa1;https://goo.gl/maps/wuvAEtM9ifz;https://goo.gl/maps/MWAfjjrawy52;x;7730;skov;;;;;;;;12:05:00;12:25:00;Moderate breeze 5.5-7.9;20-25;No date. Pilot noted wind as gentle to moderate - rounded up. Pilot propose an alternative road. Need revision in 2019;Fine weather. Forest on both sites most of the route. DVD of the trip .;yes;no;yes;;;;yes;;;;;;
P7.1B;P7;1B;sa2;https://goo.gl/maps/wuvAEtM9ifz;https://goo.gl/maps/MWAfjjrawy52;x;7730;skov;;;;;;;07-06-2018;17:10:00;17:37:00;Gentle breeze 3.4-5.5;20-25;Route needs revision in 2019;See video;yes;yes;yes;;;;;;;;;;
P7.2A;P7;2A;sa3;https://goo.gl/maps/zTioEp9iMgP2;;;7849;mark;intensive;;;;;;28-06-2018;12:21:00;12:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P7.2B;P7;2B;sa4;https://goo.gl/maps/zTioEp9iMgP2;;;7849;mark;intensive;;;;;;28-06-2018;17:03:00;17:23:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P70.1A;P70;1A;sa1;https://goo.gl/maps/uMnL499aVzx;;x;5700;urban;;;;;;;05-06-2018;13:45:00;14:20:00;Gentle breeze 3.4-5.5;25-30;Some part of the route is one-way. So they took alternative route 1B, a small change. Needs revision in 2019;See map. One-way-direction therefor alternative 1B;yes;yes;;;;;;;;;;;
P70.1B;P70;1B;sa2;https://goo.gl/maps/uMnL499aVzx;https://goo.gl/maps/NV4bPEpy5fx;x;5700;urban;;;;;;;05-06-2018;19:50:00;20:16:00;Light Breeze 1.6-3.3;20-25;Some part of the route is one-way. So they took alternative route 1B, a small change. Needs revision in 2019;see map;yes;yes;;;;;;;;;;;?
P70.2A;P70;2A;sa3;https://goo.gl/maps/2gbeEzLN9Pp;;;5809;skov;;;;;;;05-06-2018;14:33:00;14:52:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P70.2B;P70;2B;sa4;https://goo.gl/maps/2gbeEzLN9Pp;;;5809;skov;;;;;;;05-06-2018;19:21:00;19:39:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P71.1A;P71;1A;sa1;https://goo.gl/maps/DgvMNPQJuyQ2;;;4793;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P71.1B;P71;1B;sa2;https://goo.gl/maps/DgvMNPQJuyQ2;;;4793;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P71.2A;P71;2A;sa3;https://goo.gl/maps/TkGjfEdiBet;;;4782;våd;mose, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P71.2B;P71;2B;sa4;https://goo.gl/maps/TkGjfEdiBet;;;4782;våd;mose, sø;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P72.1A;P72;1A;sa1;https://goo.gl/maps/CkDPKGeyzGN2;https://goo.gl/maps/4JVdALXEziR2;x;;;;;;;;;30-06-2018;13:00:00;13:22:00;Light Breeze 1.6-3.3;20-25;This route is different from the original, check up on quadrant and land use. Not the same quadrant, original EG26, new EG16;Note: other route than original. Open land;;yes;;;;;;;;;;;
P72.1B;P72;1B;sa2;https://goo.gl/maps/CkDPKGeyzGN2;https://goo.gl/maps/4JVdALXEziR2;x;;;;;;;;;30-06-2018;19:36:00;20:00:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees - rounded up. This route is different from the original, check up on quadrant and land use.  Not the same quadrant, original EG26, new EG16;Note: Other route in cooperation with you. See attached map;;yes;;;;;;;;;;;
P72.2A;P72;2A;sa3;https://goo.gl/maps/vCmVSJZSWFz;;;5727;urban;;;;;;;09-06-2018;13:35:00;14:00:00;Light Breeze 1.6-3.3;25-30;;"lots of sun, open land - fields. Close to ""storebælt"". Some of the route close to the shoreline";;yes;;;;;;;;;;;
P72.2B;P72;2B;sa4;https://goo.gl/maps/vCmVSJZSWFz;;;5727;urban;;;;;;;09-06-2018;18:38:00;19:08:00;Light Breeze 1.6-3.3;20-25;Pilot noted 1 m pr s - rounded up;;;yes;;;;;;;;;;;
P73.1A;P73;1A;sa1;https://goo.gl/maps/FwCiCesPTSA2;;;7736;mark;intensive;;;;;;30-06-2018;12:07:00;;Gentle breeze 3.4-5.5;20-25;Endtime is missing;;;no;yes;;;;;yes;;;;;
P73.1B;P73;1B;sa2;https://goo.gl/maps/FwCiCesPTSA2;;;7736;mark;intensive;;;;;;30-06-2018;17:16:00;;Gentle breeze 3.4-5.5;20-25;Endtime is missing;;;no;yes;;;;;yes;;;;;
P73.2A;P73;2A;sa3;https://goo.gl/maps/mNNrFTQbkB62;;;7727;skov;;;;;;;30-06-2018;14:34:00;;Gentle breeze 3.4-5.5;20-25;Endtime is missing;;;no;yes;;;;;yes;;;;;
P73.2B;P73;2B;sa4;https://goo.gl/maps/mNNrFTQbkB62;;;7727;skov;;;;;;;30-06-2018;18:13:00;;Gentle breeze 3.4-5.5;20-25;Endtime is missing;;;no;yes;;;;;yes;;;;;
P74.1A;P74;1A;sa1;https://goo.gl/maps/q59m3Q3kFEx;;;7818;mark;intensive;;;;;;05-06-2018;13:36:00;13:53:00;Gentle breeze 3.4-5.5;20-25;;The trip went off without any problems;;yes;;;;;;;;;;;
P74.1B;P74;1B;sa2;https://goo.gl/maps/q59m3Q3kFEx;;;7818;mark;intensive;;;;;;05-06-2018;17:11:00;17:29:00;Gentle breeze 3.4-5.5;15-20;;The trip went off without any problems;;yes;;;;;;;;;;;
P74.2A;P74;2A;sa3;https://goo.gl/maps/WF3yU5jWTLy;;;7808;mark;intensive;;;;;;18-06-2018;14:11:00;14:33:00;Moderate breeze 5.5-7.9;20-25;;The trip went off without any problems;;yes;;;;;;;;;;;
P74.2B;P74;2B;sa4;https://goo.gl/maps/WF3yU5jWTLy;;;7808;mark;intensive;;;;;;18-06-2018;17:25:00;17:48:00;Moderate breeze 5.5-7.9;15-20;;The trip went off without any problems;;yes;;;;;;;;;;;
P75.1A;P75;1A;sa1;https://goo.gl/maps/PnEdZCGXBft;;;6757;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P75.1B;P75;1B;sa2;https://goo.gl/maps/PnEdZCGXBft;;;6757;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P75.2A;P75;2A;sa3;https://goo.gl/maps/8P59xiRdLcR2;;;6748;våd;mose, sø, eng;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P75.2B;P75;2B;sa4;https://goo.gl/maps/8P59xiRdLcR2;;;6748;våd;mose, sø, eng;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P76.1A;P76;1A;sa1;https://goo.gl/maps/r2C3SnDATi92;;;6714;skov;;;;;;;24-06-2018;14:06:00;14:36:00;Gentle breeze 3.4-5.5;20-25;pilot noted 20 degrees - rounded up;Wind from NW;;yes;;;;;;;;;;;
P76.1B;P76;1B;sa2;https://goo.gl/maps/r2C3SnDATi92;;;6714;skov;;;;;;;24-06-2018;19:43:00;20:00:00;Light Breeze 1.6-3.3;15-20;;Sunny weather, wind from NW;;yes;;;;;;;;;;;
P76.2A;P76;2A;sa3;https://goo.gl/maps/8ncncnmZ78R2;;;6704;mark;intensive;;;;;;16-06-2018;13:42:00;14:04:00;Moderate breeze 5.5-7.9;15-20;;Wind SE;;yes;;;;;;;;;;;
P76.2B;P76;2B;sa4;https://goo.gl/maps/8ncncnmZ78R2;;;6704;mark;intensive;;;;;;16-06-2018;19:12:00;19:35:00;Moderate breeze 5.5-7.9;15-20;;It was raining 17 to 18, after this clear weather. Wind SE;;yes;;;;;;;;;;;
P77.1A;P77;1A;sa1;https://goo.gl/maps/Hn7RbxRxEZH2;;;6736;skov;;;;;;;05-06-2018;13:10:00;13:14:00;Gentle breeze 3.4-5.5;20-25;note that traveltime is 4 minutes;;;yes;;;;;;;;;;;
P77.1B;P77;1B;sa2;https://goo.gl/maps/Hn7RbxRxEZH2;;;6736;skov;;;;;;;05-06-2018;19:00:00;19:13:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P77.2A;P77;2A;sa3;https://goo.gl/maps/56PgPc1SHo52;;;6727;mark;intensive, extensive;;;;;;05-06-2018;13:50:00;13:55:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P77.2B;P77;2B;sa4;https://goo.gl/maps/56PgPc1SHo52;;;6727;mark;intensive, extensive;;;;;;05-06-2018;18:40:00;18:49:00;Light Breeze 1.6-3.3;20-25;;Wind N/E;;yes;;;;;;;;;;;
P78.1A;P78;1A;sa1;https://goo.gl/maps/tSg6TaE8TAF2;;;5777;urban;;;;;;;04-06-2018;12:05:00;12:40:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P78.1B;P78;1B;sa2;https://goo.gl/maps/tSg6TaE8TAF2;;;5777;urban;;;;;;;04-06-2018;17:10:00;17:36:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P78.2A;P78;2A;sa3;https://goo.gl/maps/FWhwGHf5a4x;;;5788;mark;intensive, extensive;;;;;;12-06-2018;13:05:00;13:28:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P78.2B;P78;2B;sa4;https://goo.gl/maps/FWhwGHf5a4x;;;5788;mark;intensive, extensive;;;;;;12-06-2018;17:00:00;17:30:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P79.1A;P79;1A;sa1;https://goo.gl/maps/e5FA4ChNh2v;;;6790;skov;;;;;;;15-06-2018;14:00:00;14:15:00;Light Breeze 1.6-3.3;20-25;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P79.1B;P79;1B;sa2;https://goo.gl/maps/e5FA4ChNh2v;;;6790;skov;;;;;;;29-06-2018;17:00:00;17:15:00;Light Breeze 1.6-3.3;25-30;Different dates 1A1B. Pilot noted 31 degrees;;;yes;yes;;;;;;;yes;;;
P79.2A;P79;2A;sa3;https://goo.gl/maps/pYW2s22mdW32;;;6889;skov;;;;;;;19-06-2018;13:55:00;14:10:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P79.2B;P79;2B;sa4;https://goo.gl/maps/pYW2s22mdW32;;;6889;skov;;;;;;;27-06-2018;17:10:00;17:25:00;Light Breeze 1.6-3.3;25-30;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P8.1A;P8;1A;sa1;https://goo.gl/maps/eXuycrPXJBk;;;4216;urban, tør, skov;hede;;;;;;16-06-2018;12:44:00;13:02:00;Moderate breeze 5.5-7.9;15-20;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P8.1B;P8;1B;sa2;https://goo.gl/maps/eXuycrPXJBk;;;4216;urban, tør, skov;hede;;;;;;18-06-2018;18:39:00;18:42:00;Light Breeze 1.6-3.3;15-20;Different dates 1A1B;It was raining 16-17 of june in the evening, so I had to drive at 18th of june;;yes;yes;;;;;;;yes;;;
P8.2A;P8;2A;sa3;https://goo.gl/maps/D6F18QTw8562;;;4226;skov, tør;hede, overdrev;;;;;;30-06-2018;13:44:00;14:03:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P8.2B;P8;2B;sa4;https://goo.gl/maps/D6F18QTw8562;;;4226;skov, tør;hede, overdrev;;;;;;30-06-2018;18:10:00;18:28:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P80.1A;P80;1A;sa1;https://goo.gl/maps/XtzFNAUbu8m;;;7708;skov;;;;;;;24-06-2018;12:45:00;13:03:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P80.1B;P80;1B;sa2;https://goo.gl/maps/XtzFNAUbu8m;;;7708;skov;;;;;;;24-06-2018;19:13:00;19:28:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P80.2A;P80;2A;sa3;https://goo.gl/maps/Aa97UMjZr3k;;;7718;våd;eng, mose;;;;;;24-06-2018;12:02:00;12:20:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P80.2B;P80;2B;sa4;https://goo.gl/maps/Aa97UMjZr3k;;;7718;våd;eng, mose;;;;;;24-06-2018;19:49:00;20:05:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P81.1A;P81;1A;sa1;https://goo.gl/maps/cas6R8Gf58J2;;;6611;skov;;;;;;;16-06-2018;13:15:00;13:25:00;Gentle breeze 3.4-5.5;20-25;Pilot drove only one way. Pilot noted light to gentle wind - rounded up;Clouded. Drove only one way;;no;yes;;;;;;;;;yes;
P81.1B;P81;1B;sa2;https://goo.gl/maps/cas6R8Gf58J2;;;6611;skov;;;;;;;16-06-2018;19:20:00;19:28:00;Gentle breeze 3.4-5.5;15-20;Pilot drove only one way;Drove unfortunately only one way;;no;yes;;;;;;;;;yes;
P81.2A;P81;2A;sa3;https://goo.gl/maps/pcjeyanwzHr;;;6622;våd;eng, mose, sø;;;;;;24-06-2018;13:04:00;13:40:00;Light Breeze 1.6-3.3;15-20;;;;yes;;;;;;;;;;;
P81.2B;P81;2B;sa4;https://goo.gl/maps/pcjeyanwzHr;;;6622;våd;eng, mose, sø;;;;;;24-06-2018;17:48:00;18:19:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P82.1A;P82;1A;sa1;https://goo.gl/maps/THM78BNhHwP2;;;6614;våd;eng, mose;;;;;;05-06-2018;12:38:00;12:56:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P82.1B;P82;1B;sa2;https://goo.gl/maps/THM78BNhHwP2;;;6614;våd;eng, mose;;;;;;05-06-2018;18:00:00;18:18:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P82.2A;P82;2A;sa3;https://goo.gl/maps/6DQJnjVFvPq;;;6625;mark;intensive;;;;;;03-06-2018;12:55:00;13:10:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P82.2B;P82;2B;sa4;https://goo.gl/maps/6DQJnjVFvPq;;;6625;mark;intensive;;;;;;03-06-2018;17:02:00;17:20:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P83.1A;P83;1A;sa1;https://goo.gl/maps/MqzNkW1p9tK2;;;6662;tør;overdrev;;;;;;03-06-2018;14:34:00;14:58:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P83.1B;P83;1B;sa2;https://goo.gl/maps/MqzNkW1p9tK2;;;6662;tør;overdrev;;;;;;03-06-2018;19:00:00;19:22:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P83.2A;P83;2A;sa3;https://goo.gl/maps/HfiCsq2XU8G2;;;6661;urban;;;;;;;03-06-2018;13:50:00;14:04:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P83.2B;P83;2B;sa4;https://goo.gl/maps/HfiCsq2XU8G2;;;6661;urban;;;;;;;03-06-2018;19:48:00;20:06:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P84.1A;P84;1A;sa1;https://goo.gl/maps/4jTvtz2FPUR2;;x;6677;mark;intensive;;;;;;26-06-2018;14:40:00;15:00:00;Light Breeze 1.6-3.3;25-30;Difficult road, needs revision in 2019;Part of the route 30-40 km/hour. The road is a gravel with large gaps.;yes;yes;;;;;;;;;;;
P84.1B;P84;1B;sa2;https://goo.gl/maps/4jTvtz2FPUR2;;x;6677;mark;intensive;;;;;;26-06-2018;19:00:00;19:10:00;Light Breeze 1.6-3.3;20-25;Difficult road, needs revision in 2019;;yes;yes;;;;;;;;;;;
P84.2A;P84;2A;sa3;https://goo.gl/maps/uv3LnzHPibn;;;6676;våd;sø, mose, eng;;;;;;30-06-2018;14:05:00;14:15:00;Moderate breeze 5.5-7.9;20-25;;"The part of the route that is on ""Ventevej"" can only be driven with 30-40 km/hour";;yes;;;;;;;;;;;
P84.2B;P84;2B;sa4;https://goo.gl/maps/uv3LnzHPibn;;;6676;våd;sø, mose, eng;;;;;;30-06-2018;18:45:00;18:58:00;Gentle breeze 3.4-5.5;20-25;;Last trip, happy to contribute;;yes;;;;;;;;;;;
P85.1A;P85;1A;sa1;https://goo.gl/maps/J1tSyBxipDQ2;;;6561;urban;;;;;;;08-06-2018;12:10:00;12:45:00;Light Breeze 1.6-3.3;20-25;;insufficient drivingguidance, other route has been driven.;;yes;;;;;;;;;;;
P85.1B;P85;1B;sa2;https://goo.gl/maps/J1tSyBxipDQ2;;;6561;urban;;;;;;;08-06-2018;17:40:00;18:15:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P85.2A;P85;2A;sa3;https://goo.gl/maps/CoSjMvAKAiF2;;x;6572;skov;;;;;;;14-06-2018;12:20:00;13:00:00;Light Breeze 1.6-3.3;20-25;Volunteer has stated he did not drive the route correctly but has not answered our email asking which route he drove instead;Drivingguidance too indistinct;yes;no;yes;;;;;;;;;;yes
P85.2B;P85;2B;sa4;https://goo.gl/maps/CoSjMvAKAiF2;;x;6572;skov;;;;;;;14-06-2018;18:20:00;18:36:00;Gentle breeze 3.4-5.5;20-25;Volunteer has stated he did not drive the route correctly but has not answered our email asking which route he drove instead;Drivingguidance imprecise also at GPS, could not complete the given route. However both days routes 2A2B has been driven on the same route;yes;no;yes;;;;;;;;;;yes
P86.1A;P86;1A;sa1;https://goo.gl/maps/4KbriUEweCw;;;6592;urban;;;;;;;27-06-2018;14:00:00;14:18:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P86.1B;P86;1B;sa2;https://goo.gl/maps/4KbriUEweCw;;;6592;urban;;;;;;;27-06-2018;17:59:00;18:16:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P86.2A;P86;2A;sa3;https://goo.gl/maps/gyaQNccrQNJ2;;x;6591;våd;sø, mose, eng;;;;;;27-06-2018;12:45:00;13:12:00;Gentle breeze 3.4-5.5;20-25;Difficult route end and start, needs revision in 2019;Had to start the trip 100 meters from Haugårsdsvej 13, due to the condition of the road. I also had to turn 50 meters before Bybjerggårdsvej 4, due to space. Fine trip <3;yes;yes;;;;;;;;;;?;
P86.2B;P86;2B;sa4;https://goo.gl/maps/gyaQNccrQNJ2;;x;6591;våd;sø, mose, eng;;;;;;27-06-2018;17:04:00;17:25:00;Gentle breeze 3.4-5.5;20-25;Difficult route end and start, needs revision in 2019;see 2A regarding the route;yes;yes;;;;;;;;;;?;
P87.1A;P87;1A;sa1;https://goo.gl/maps/U4YdSWaFaAT2;;;7647;skov;;;;;;;03-06-2018;13:25:00;13:46:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P87.1B;P87;1B;sa2;https://goo.gl/maps/U4YdSWaFaAT2;;;7647;skov;;;;;;;03-06-2018;18:17:00;18:40:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P87.2A;P87;2A;sa3;https://goo.gl/maps/m9mhhpirR232;;;7638;skov;;;;;;;02-06-2018;12:10:00;12:32:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P87.2B;P87;2B;sa4;https://goo.gl/maps/m9mhhpirR232;;;7638;skov;;;;;;;02-06-2018;17:10:00;17:31:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P88.1A;P88;1A;sa1;https://goo.gl/maps/WD7dDMRVFtq;;;7533;skov;;;;;;;09-06-2018;13:00:00;13:20:00;Light Breeze 1.6-3.3;20-25;;drove mainly at the woodline. The open areas were mainly grains, some christmas trees and a patch with harvested hay;;yes;;;;;;;;;;;
P88.1B;P88;1B;sa2;https://goo.gl/maps/WD7dDMRVFtq;;;7533;skov;;;;;;;09-06-2018;18:13:00;18:30:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P88.2A;P88;2A;sa3;https://goo.gl/maps/jAspArzRGmH2;https://goo.gl/maps/jAspArzRGmH2;x;7543;skov;;;;;;;28-06-2018;13:50:00;14:14:00;Gentle breeze 3.4-5.5;20-25;Original route not in this spreadsheet, but quadrant and land use information is the same;Had to stop and wait for some time because of roadwork at Esrumvej;;yes;;;;;;;;;;;
P88.2B;P88;2B;sa4;https://goo.gl/maps/jAspArzRGmH2;https://goo.gl/maps/jAspArzRGmH2;x;7543;skov;;;;;;;28-06-2018;18:45:00;19:00:00;Light Breeze 1.6-3.3;20-25;Original route not in this spreadsheet, but quadrant and land use information is the same;The roadwork was finished, so we drove straight through;;yes;;;;;;;;;;;
P89.1A;P89;1A;sa1;https://goo.gl/maps/8Lyd3MvykkK2;https://goo.gl/maps/8Lyd3MvykkK2;x;2595;mark;intensive, extensive;;;;;;24-06-2018;14:40:00;14:56:00;Light Breeze 1.6-3.3;20-25;Original route not in this spreadsheet and we need to check if quadrant and land use information is the same, christmas trees along the route and other pine trees (Rhyssa persuasoria found along this route in one of the samples);Finally the good weather came. Light wind and heat;;yes;;;;;;;;;;;
